Time,Value
0.0,9
2.2675736961451248e-05,5
4.5351473922902495e-05,-6
6.802721088435374e-05,-23
9.070294784580499e-05,-33
0.00011337868480725624,-43
0.00013605442176870748,-70
0.00015873015873015873,-97
0.00018140589569160998,-114
0.00020408163265306123,-129
0.00022675736961451248,-150
0.00024943310657596373,-170
0.00027210884353741496,-183
0.00029478458049886624,-179
0.00031746031746031746,-169
0.00034013605442176874,-156
0.00036281179138321996,-156
0.0003854875283446712,-137
0.00040816326530612246,-136
0.0004308390022675737,-138
0.00045351473922902497,-151
0.0004761904761904762,-150
0.0004988662131519275,-168
0.0005215419501133787,-186
0.0005442176870748299,-189
0.0005668934240362812,-191
0.0005895691609977325,-212
0.0006122448979591836,-230
0.0006349206349206349,-231
0.0006575963718820862,-227
0.0006802721088435375,-238
0.0007029478458049886,-255
0.0007256235827664399,-252
0.0007482993197278912,-253
0.0007709750566893424,-260
0.0007936507936507937,-271
0.0008163265306122449,-275
0.0008390022675736962,-284
0.0008616780045351474,-282
0.0008843537414965987,-272
0.0009070294784580499,-261
0.0009297052154195011,-278
0.0009523809523809524,-285
0.0009750566893424037,-306
0.000997732426303855,-311
0.0010204081632653062,-337
0.0010430839002267575,-346
0.0010657596371882086,-357
0.0010884353741496598,-354
0.0011111111111111111,-336
0.0011337868480725624,-300
0.0011564625850340137,-283
0.001179138321995465,-239
0.0012018140589569162,-214
0.0012244897959183673,-207
0.0012471655328798186,-199
0.0012698412698412698,-204
0.0012925170068027211,-205
0.0013151927437641724,-230
0.0013378684807256237,-249
0.001360544217687075,-302
0.001383219954648526,-346
0.0014058956916099773,-373
0.0014285714285714286,-375
0.0014512471655328798,-355
0.0014739229024943311,-324
0.0014965986394557824,-263
0.0015192743764172337,-209
0.0015419501133786847,-171
0.001564625850340136,-130
0.0015873015873015873,-98
0.0016099773242630386,-92
0.0016326530612244899,-113
0.0016553287981859411,-114
0.0016780045351473924,-130
0.0017006802721088435,-149
0.0017233560090702948,-160
0.001746031746031746,-168
0.0017687074829931973,-157
0.0017913832199546486,-142
0.0018140589569160999,-127
0.0018367346938775511,-105
0.0018594104308390022,-81
0.0018820861678004535,-46
0.0019047619047619048,-28
0.001927437641723356,-21
0.0019501133786848073,4
0.0019727891156462586,7
0.00199546485260771,9
0.002018140589569161,11
0.0020408163265306124,17
0.0020634920634920637,11
0.002086167800453515,29
0.002108843537414966,38
0.002131519274376417,59
0.0021541950113378684,67
0.0021768707482993197,87
0.002199546485260771,91
0.0022222222222222222,103
0.0022448979591836735,107
0.0022675736961451248,101
0.002290249433106576,99
0.0023129251700680273,101
0.0023356009070294786,93
0.00235827664399093,90
0.002380952380952381,81
0.0024036281179138324,60
0.0024263038548752833,40
0.0024489795918367346,10
0.002471655328798186,-12
0.002494331065759637,-31
0.0025170068027210884,-52
0.0025396825396825397,-82
0.002562358276643991,-104
0.0025850340136054422,-135
0.0026077097505668935,-143
0.002630385487528345,-162
0.002653061224489796,-149
0.0026757369614512473,-139
0.0026984126984126986,-119
0.00272108843537415,-97
0.0027437641723356007,-78
0.002766439909297052,-68
0.0027891156462585033,-74
0.0028117913832199546,-81
0.002834467120181406,-90
0.002857142857142857,-104
0.0028798185941043084,-125
0.0029024943310657597,-148
0.002925170068027211,-183
0.0029478458049886623,-216
0.0029705215419501135,-266
0.002993197278911565,-291
0.003015873015873016,-318
0.0030385487528344674,-330
0.0030612244897959186,-358
0.0030839002267573695,-373
0.0031065759637188208,-385
0.003129251700680272,-364
0.0031519274376417233,-349
0.0031746031746031746,-337
0.003197278911564626,-308
0.003219954648526077,-300
0.0032426303854875284,-308
0.0032653061224489797,-333
0.003287981859410431,-346
0.0033106575963718823,-363
0.0033333333333333335,-381
0.003356009070294785,-372
0.003378684807256236,-358
0.003401360544217687,-335
0.0034240362811791382,-291
0.0034467120181405895,-250
0.0034693877551020408,-209
0.003492063492063492,-163
0.0035147392290249433,-122
0.0035374149659863946,-90
0.003560090702947846,-72
0.003582766439909297,-81
0.0036054421768707485,-93
0.0036281179138321997,-137
0.003650793650793651,-160
0.0036734693877551023,-161
0.0036961451247165536,-153
0.0037188208616780044,-136
0.0037414965986394557,-113
0.003764172335600907,-77
0.0037868480725623582,-38
0.0038095238095238095,2
0.003832199546485261,39
0.003854875283446712,80
0.0038775510204081634,119
0.0039002267573696146,146
0.0039229024943310655,159
0.003945578231292517,167
0.003968253968253968,151
0.00399092970521542,143
0.004013605442176871,147
0.004036281179138322,150
0.004058956916099773,156
0.004081632653061225,167
0.004104308390022676,165
0.004126984126984127,168
0.004149659863945578,173
0.00417233560090703,162
0.004195011337868481,117
0.004217687074829932,99
0.004240362811791383,71
0.004263038548752834,70
0.004285714285714286,72
0.004308390022675737,76
0.0043310657596371885,89
0.004353741496598639,88
0.004376417233560091,84
0.004399092970521542,78
0.004421768707482994,72
0.0044444444444444444,76
0.004467120181405896,79
0.004489795918367347,87
0.004512471655328799,86
0.0045351473922902496,103
0.0045578231292517,119
0.004580498866213152,141
0.004603174603174603,159
0.004625850340136055,175
0.0046485260770975055,178
0.004671201814058957,173
0.004693877551020408,160
0.00471655328798186,137
0.004739229024943311,119
0.004761904761904762,83
0.004784580498866213,50
0.004807256235827665,29
0.004829931972789116,25
0.004852607709750567,16
0.004875283446712018,30
0.004897959183673469,37
0.004920634920634921,52
0.004943310657596372,25
0.004965986394557823,21
0.004988662131519274,36
0.005011337868480726,51
0.005034013605442177,62
0.0050566893424036285,77
0.005079365079365079,69
0.005102040816326531,66
0.005124716553287982,39
0.005147392290249434,2
0.0051700680272108845,-53
0.005192743764172335,-85
0.005215419501133787,-121
0.005238095238095238,-137
0.00526077097505669,-158
0.00528344671201814,-154
0.005306122448979592,-137
0.005328798185941043,-110
0.005351473922902495,-93
0.0053741496598639455,-68
0.005396825396825397,-61
0.005419501133786848,-57
0.0054421768707483,-40
0.005464852607709751,-25
0.0054875283446712015,-21
0.005510204081632653,-23
0.005532879818594104,-33
0.005555555555555556,-60
0.005578231292517007,-82
0.005600907029478458,-112
0.005623582766439909,-133
0.005646258503401361,-143
0.005668934240362812,-134
0.0056916099773242634,-133
0.005714285714285714,-122
0.005736961451247166,-103
0.005759637188208617,-82
0.0057823129251700685,-62
0.005804988662131519,-30
0.00582766439909297,-22
0.005850340136054422,-19
0.005873015873015873,-31
0.0058956916099773245,-48
0.005918367346938775,-83
0.005941043083900227,-119
0.005963718820861678,-160
0.00598639455782313,-187
0.0060090702947845805,-213
0.006031746031746032,-238
0.006054421768707483,-237
0.006077097505668935,-232
0.006099773242630386,-221
0.006122448979591837,-208
0.006145124716553288,-191
0.006167800453514739,-182
0.006190476190476191,-169
0.0062131519274376415,-165
0.006235827664399093,-165
0.006258503401360544,-177
0.006281179138321996,-185
0.006303854875283447,-207
0.006326530612244898,-210
0.006349206349206349,-216
0.006371882086167801,-216
0.006394557823129252,-234
0.0064172335600907035,-239
0.006439909297052154,-229
0.006462585034013605,-191
0.006485260770975057,-172
0.006507936507936508,-151
0.006530612244897959,-144
0.00655328798185941,-127
0.006575963718820862,-109
0.006598639455782313,-83
0.0066213151927437645,-76
0.006643990929705215,-79
0.006666666666666667,-83
0.006689342403628118,-73
0.00671201814058957,-64
0.0067346938775510205,-51
0.006757369614512472,-36
0.006780045351473923,-35
0.006802721088435374,-42
0.006825396825396826,-34
0.0068480725623582765,-28
0.006870748299319728,-26
0.006893424036281179,-38
0.006916099773242631,-53
0.0069387755102040816,-51
0.006961451247165533,-40
0.006984126984126984,-14
0.007006802721088436,-9
0.007029478458049887,-4
0.007052154195011338,-14
0.007074829931972789,-13
0.00709750566893424,-15
0.007120181405895692,6
0.007142857142857143,23
0.007165532879818594,49
0.007188208616780045,58
0.007210884353741497,70
0.007233560090702948,84
0.0072562358276643995,96
0.00727891156462585,104
0.007301587301587302,106
0.007324263038548753,120
0.007346938775510205,129
0.007369614512471655,128
0.007392290249433107,113
0.007414965986394558,127
0.007437641723356009,128
0.0074603174603174605,146
0.007482993197278911,156
0.007505668934240363,182
0.007528344671201814,213
0.007551020408163266,224
0.0075736961451247165,247
0.007596371882086168,274
0.007619047619047619,285
0.007641723356009071,316
0.007664399092970522,339
0.007687074829931973,345
0.007709750566893424,342
0.007732426303854876,335
0.007755102040816327,325
0.0077777777777777776,295
0.007800453514739229,264
0.007823129251700681,250
0.007845804988662131,235
0.007868480725623583,225
0.007891156462585034,240
0.007913832199546486,249
